0.000000000000000000e+00,0.000000000000000000e+00
1.614154499958666378e+01,0.000000000000000000e+00
3.228308999917332756e+01,-2.219999999915955868e+00
4.972337999943589182e+01,-2.219999999915955868e+00
6.716366999969845608e+01,-2.219999999915955868e+00
8.460395999996102034e+01,0.000000000000000000e+00
1.001889000001619934e+02,3.330000000268285021e+00
1.124342100000939126e+02,3.330000000268285021e+00
1.246795200000258177e+02,3.330000000268285021e+00
1.413776700005801388e+02,1.110000000352329153e+00
1.530663750003353698e+02,1.110000000352329153e+00
1.647550800000906293e+02,-3.329999999873933803e+00
1.831230450001203280e+02,-3.329999999873933803e+00
2.014910100001500268e+02,-3.329999999873933803e+00
2.198589750001797256e+02,-3.329999999873933803e+00
2.382269400002094244e+02,-3.329999999873933803e+00
2.565949050002391232e+02,-3.329999999873933803e+00
2.749628700002688220e+02,-1.997999999963795403e+01
2.827553399995783252e+02,-2.219999999994826112e+01
2.994534899996053241e+02,-2.219999999994826112e+01
3.161516399996323230e+02,-2.219999999994826112e+01
3.328497899996593219e+02,-3.107999999961208459e+01
3.495479400002136572e+02,-3.551999999983834755e+01
3.673593000000666962e+02,-3.551999999983834755e+01
3.851706599999196783e+02,-3.551999999983834755e+01
4.029820199997727173e+02,-4.328999999993854431e+01
4.152273300004956127e+02,-4.661999999981247811e+01
4.219065899994517395e+02,-4.772999999977045604e+01
4.341519000001746349e+02,-5.216999999999671900e+01
4.441707900001908342e+02,-5.993999999970256454e+01
4.582714499999206623e+02,-5.993999999970256454e+01
4.723721099996505473e+02,-5.993999999970256454e+01
4.864727699993803753e+02,-7.899499999970416297e+01
4.864727699993803753e+02,-9.804999999970576141e+01
4.864727699993803753e+02,-1.171049999997073598e+02
4.864727699993803753e+02,-1.361599999997089583e+02
4.864727699993803753e+02,-1.552149999997105567e+02
4.864727699993803753e+02,-1.742699999997121552e+02
5.002023599995197287e+02,-1.742699999997121552e+02
5.139319499996590821e+02,-1.742699999997121552e+02
5.276615399997984923e+02,-1.932985714282955598e+02
5.276615399997984923e+02,-2.123271428568789929e+02
5.276615399997984923e+02,-2.313557142854623976e+02
5.276615399997984923e+02,-2.503842857140458023e+02
5.276615399997984923e+02,-2.694128571426292638e+02
5.276615399997984923e+02,-2.884414285712126684e+02
5.276615399997984923e+02,-3.074699999997960731e+02
5.382370349999914652e+02,-3.074699999997960731e+02
5.488125300001843243e+02,-3.230099999997992768e+02
5.488125300001843243e+02,-3.385499999998024805e+02
5.488125300001843243e+02,-3.540899999998057410e+02
5.488125300001843243e+02,-3.696299999998089447e+02
5.621710499996785302e+02,-3.868349999998476960e+02
5.621710499996785302e+02,-4.040399999998865042e+02
5.621710499996785302e+02,-4.212449999999252555e+02
5.621710499996785302e+02,-4.384499999999640067e+02
5.760861750001404289e+02,-4.384499999999640067e+02
5.900013000006024413e+02,-4.262399999996375755e+02
6.094824750004581801e+02,-4.262399999996375755e+02
6.289636500003139190e+02,-4.129199999997474606e+02
6.334164900001452452e+02,-4.240199999997216196e+02
6.521555250000291153e+02,-4.240199999997216196e+02
6.708945599999128717e+02,-4.240199999997216196e+02
6.896335949997967418e+02,-4.240199999997216196e+02
7.083726299996806119e+02,-4.240199999997216196e+02
7.271116649995643684e+02,-4.240199999997216196e+02
7.458506999994482385e+02,-4.428899999997352666e+02
7.458506999994482385e+02,-4.617599999997489704e+02
7.458506999994482385e+02,-4.806299999997626173e+02
7.458506999994482385e+02,-4.994999999997762643e+02
7.458506999994482385e+02,-5.183699999997899113e+02
7.458506999994482385e+02,-5.372399999998035582e+02
7.458506999994482385e+02,-5.561099999998173189e+02
7.458506999994482385e+02,-5.749799999998308522e+02
7.458506999994482385e+02,-5.938499999998446128e+02
7.458506999994482385e+02,-6.127199999998582598e+02
7.458506999994482385e+02,-6.315899999998719068e+02
7.458506999994482385e+02,-6.504599999998855537e+02
7.458506999994482385e+02,-6.693299999998992007e+02
7.491903300005083111e+02,-6.815399999998312524e+02
7.547563800006930705e+02,-6.959699999998765634e+02
7.547563800006930705e+02,-7.103999999999217607e+02
7.569827999998177575e+02,-7.281599999996437873e+02
7.580960100001710771e+02,-7.433299999997267378e+02
7.580960100001710771e+02,-7.584999999998096882e+02
7.580960100001710771e+02,-7.736699999998926387e+02
7.614356399996491973e+02,-7.892099999996986526e+02
7.681149000001872764e+02,-8.080799999997730083e+02
7.836998400003882352e+02,-8.241749999997551868e+02
7.836998400003882352e+02,-8.402699999997373652e+02
7.978005000001180633e+02,-8.402699999997373652e+02
8.119011599998480051e+02,-8.402699999997373652e+02
8.260018199995778332e+02,-8.435999999996113274e+02
8.337942900004692319e+02,-8.447099999999636566e+02
8.493792299998792714e+02,-8.447099999999636566e+02
8.649641699992891972e+02,-8.469299999998795556e+02
8.812912499997257783e+02,-8.469299999998795556e+02
8.976183300001622456e+02,-8.469299999998795556e+02
9.139454100005988266e+02,-8.524799999996695306e+02
9.310146300002162434e+02,-8.524799999996695306e+02
9.480838499998337738e+02,-8.524799999996695306e+02
9.651530699994511906e+02,-8.635799999996436327e+02
9.751719599994673899e+02,-8.635799999996436327e+02
9.851908499994835893e+02,-8.691299999998278736e+02
9.974361600002065416e+02,-8.735699999996597853e+02
1.010794679999700861e+03,-8.802299999998019757e+02
1.016360729999885621e+03,-8.835599999996759379e+02
1.028606040000608573e+03,-8.957699999996079896e+02
1.043077770000456212e+03,-9.068699999997793384e+02
1.043077770000456212e+03,-9.179699999999506872e+02
1.057549500000303851e+03,-9.301799999998827388e+02
1.057549500000303851e+03,-9.423899999998149042e+02
1.072021230000151263e+03,-9.534899999997890063e+02
1.072021230000151263e+03,-9.645899999997631085e+02
1.088719380000705769e+03,-9.845699999997954137e+02
1.107643950000384848e+03,-1.001219999999953870e+03
1.119332655000139994e+03,-1.001219999999953870e+03
1.131021359999895139e+03,-1.016759999999759884e+03
1.142153460000264658e+03,-1.022309999999944125e+03
1.159964819999590418e+03,-1.026749999999776037e+03
1.179445994999446157e+03,-1.026749999999776037e+03
1.198927169999301896e+03,-1.026749999999776037e+03
1.217851740000563041e+03,-1.027859999999734100e+03
1.232323470000410452e+03,-1.030079999999649999e+03
1.251804645000266191e+03,-1.030079999999649999e+03
1.271285820000121930e+03,-1.041179999999623988e+03
1.284644340000143529e+03,-1.041179999999623988e+03
1.298002860000165128e+03,-1.041179999999623988e+03
1.311361380000186728e+03,-1.051724999999619286e+03
1.311361380000186728e+03,-1.062269999999614356e+03
1.318040640000725034e+03,-1.066709999999840647e+03
1.333625579999343927e+03,-1.081139999999688598e+03
1.339191629999528686e+03,-1.088909999999788852e+03
1.357002990000436284e+03,-1.105559999999947195e+03
1.368135090000014770e+03,-1.105559999999947195e+03
1.379267189999593484e+03,-1.124429999999627171e+03
1.387059660000484882e+03,-1.132199999999727424e+03
1.392625710000669642e+03,-1.134419999999643323e+03
1.410066000000404983e+03,-1.134419999999643323e+03
1.427506290000140098e+03,-1.134419999999643323e+03
1.444946579999875439e+03,-1.150514999999822749e+03
1.444946579999875439e+03,-1.166610000000002174e+03
1.461644729999638912e+03,-1.166610000000002174e+03
1.478342879999402157e+03,-1.183259999999766251e+03
1.495041029999640159e+03,-1.183259999999766251e+03
1.511739179999877933e+03,-1.183259999999766251e+03
1.528437330000115935e+03,-1.183259999999766251e+03
1.545135480000353709e+03,-1.183259999999766251e+03
1.561833630000591711e+03,-1.202129999999840493e+03
1.561833630000591711e+03,-1.220999999999914735e+03
1.571852520000607910e+03,-1.220999999999914735e+03
1.581871410000624110e+03,-1.227659999999662659e+03
1.600795980000303189e+03,-1.230989999999930887e+03
1.614154499999797508e+03,-1.234319999999804850e+03
1.631965859999801296e+03,-1.234319999999804850e+03
1.649777219999804856e+03,-1.234319999999804850e+03
1.667588579999808644e+03,-1.234319999999804850e+03
1.685399939999812204e+03,-1.234319999999804850e+03
1.703211299999815992e+03,-1.234319999999804850e+03
1.721022659999819552e+03,-1.234319999999804850e+03
1.738834019999823340e+03,-1.252079999999921256e+03
1.756645380000730938e+03,-1.253189999999879319e+03
1.776273030000716517e+03,-1.253189999999879319e+03
1.795900680000701868e+03,-1.253189999999879319e+03
1.815528330000687447e+03,-1.253189999999879319e+03
1.835155980000672798e+03,-1.253189999999879319e+03
1.854783630000658377e+03,-1.253189999999879319e+03
1.874411280000643728e+03,-1.253189999999879319e+03
