X,Y,SlopeAngle
0.0,0.0,0.0
16.141545000377647,0.0,0.7294716413599308
32.283090000755294,-14.429999999946652,1.5707963267948966
32.283090000755294,-28.859999999893304,0.8239374402969037
45.64161000024957,-43.289999999938544,0.0
60.85548000033276,-43.289999999938544,0.0
76.06935000041595,-43.289999999938544,0.8922581786483215
91.28322000049914,-24.419999999962805,1.5707963267948966
91.28322000049914,-5.549999999987065,0.4624935226808185
93.50964000120584,-4.439999999831912,0.7839543062549806
96.84927000068392,-1.109999999957978,0.0
115.455780000714,-1.109999999957978,0.0
134.0622900007441,-1.109999999957978,0.0
152.66880000077418,-1.109999999957978,0.0
171.27531000080427,-1.109999999957978,0.0
189.88182000083435,-1.109999999957978,0.0
208.48833000086444,-1.109999999957978,0.0
227.09484000089452,-1.109999999957978,0.0
245.7013500009246,-1.109999999957978,0.0
264.3078600009547,-1.109999999957978,0.0
282.9143700009848,-1.109999999957978,0.0
301.52088000101486,-1.109999999957978,0.0
320.12739000104494,-1.109999999957978,0.0
338.733900001075,-1.109999999957978,0.7835267753978103
357.3404100011051,17.427000000050086,1.5707963267948966
357.3404100011051,35.96400000005815,1.5707963267948966
357.3404100011051,54.50100000006621,1.5707963267948966
357.3404100011051,73.03800000007428,1.5707963267948966
357.3404100011051,91.57500000008234,1.5707963267948966
357.3404100011051,110.1120000000904,1.5707963267948966
357.3404100011051,128.64900000009848,1.5707963267948966
357.3404100011051,147.18600000010653,1.5707963267948966
357.3404100011051,165.72300000011458,1.5707963267948966
357.3404100011051,184.26000000012266,0.3478445872855472
369.58572000024606,188.70000000015176,0.0
387.76815000021685,188.70000000015176,0.0
405.95058000018764,188.70000000015176,0.0
424.1330100001585,188.70000000015176,0.0
442.3154400001293,188.70000000015176,0.0
460.4978700001001,188.70000000015176,0.3511106756986769
478.6803000000709,182.0400000000095,0.0
496.3525087501434,182.0400000000095,0.0
514.024717500216,182.0400000000095,0.0
531.6969262502885,182.0400000000095,0.0
549.369135000361,182.0400000000095,0.0
567.0413437504335,182.0400000000095,0.0
584.713552500506,182.0400000000095,0.0
602.3857612505785,182.0400000000095,0.1862476182080248
620.057970000651,178.7100000001356,0.0
635.2718400007342,178.7100000001356,0.0
650.4857100008174,178.7100000001356,0.07283069402394643
665.6995800009006,179.82000000009356,0.0
678.5014950010092,179.82000000009356,0.6064489443251241
691.3034100011178,170.9400000000354,0.0
711.096283801104,170.9400000000354,0.0
730.8891576010903,170.9400000000354,0.0
750.6820314010766,170.9400000000354,0.0
770.4749052010629,170.9400000000354,0.0
790.2677790010492,170.9400000000354,0.0
810.0606528010355,170.9400000000354,0.0
829.8535266010218,170.9400000000354,0.0
849.6464004010081,170.9400000000354,0.0
869.4392742009944,170.9400000000354,0.0
889.2321480009807,170.9400000000354,0.0
909.025021800967,170.9400000000354,0.0
928.8178956009533,170.9400000000354,0.0
948.6107694009397,170.9400000000354,0.0
968.4036432009259,170.9400000000354,0.0
988.1965170009123,170.9400000000354,0.0
1007.9893908008985,170.9400000000354,0.0
1027.782264600885,170.9400000000354,0.0
1047.575138400871,170.9400000000354,0.0
1067.3680122008575,170.9400000000354,0.0
1087.1608860008437,170.9400000000354,0.0
1106.95375980083,170.9400000000354,0.0
1126.7466336008163,170.9400000000354,0.0
1146.5395074008027,170.9400000000354,0.0
1166.3323812007889,170.9400000000354,0.0
1186.1252550007753,170.9400000000354,0.0
1205.9181288007617,170.9400000000354,0.0
1225.7110026007479,170.9400000000354,0.0
1245.503876400734,170.9400000000354,0.0
1265.2967502007205,170.9400000000354,0.0
1285.0896240007069,170.9400000000354,0.0
1304.882497800693,170.9400000000354,0.0
1324.6753716006792,170.9400000000354,0.0
1344.4682454006656,170.9400000000354,0.0
1364.261119200652,170.9400000000354,0.0
1384.0539930006382,170.9400000000354,0.0
1403.8468668006244,170.9400000000354,0.0
1423.6397406006108,170.9400000000354,0.0
1443.4326144005972,170.9400000000354,0.0
1463.2254882005834,170.9400000000354,0.0
1483.0183620005696,170.9400000000354,0.0
1502.811235800556,170.9400000000354,0.0
1522.6041096005424,170.9400000000354,0.0
1542.3969834005286,170.9400000000354,0.0
1562.1898572005148,170.9400000000354,0.0
1581.9827310005012,170.9400000000354,0.0
1601.7756048004876,170.9400000000354,0.0
1621.5684786004738,170.9400000000354,0.0
1641.3613524004602,170.9400000000354,0.0
1661.1542262004464,170.9400000000354,0.7831099550943386
1680.9471000004328,151.2375000000419,1.5707963267948966
1680.9471000004328,131.53500000004837,1.5707963267948966
1680.9471000004328,111.83250000005486,1.5707963267948966
1680.9471000004328,92.13000000006134,1.5707963267948966
1680.9471000004328,72.42750000006782,1.5707963267948966
1680.9471000004328,52.72500000007432,1.5707963267948966
1680.9471000004328,33.02250000008078,1.5707963267948966
1680.9471000004328,13.320000000087276,1.5707963267948966
1680.9471000004328,-6.38249999990623,1.5707963267948966
1680.9471000004328,-26.084999999899765,1.5707963267948966
1680.9471000004328,-45.78749999989327,1.5707963267948966
1680.9471000004328,-65.4899999998868,0.0
1700.0108212504526,-65.4899999998868,0.0
1719.0745425004725,-65.4899999998868,0.0
1738.1382637504923,-65.4899999998868,0.0
1757.2019850005122,-65.4899999998868,0.0
1776.265706250532,-65.4899999998868,0.0
1795.329427500552,-65.4899999998868,0.0
1814.3931487505715,-65.4899999998868,0.0
1833.4568700005916,-65.4899999998868,0.0
1852.5205912506112,-65.4899999998868,0.0
1871.584312500631,-65.4899999998868,0.0
1890.648033750651,-65.4899999998868,0.0
1909.7117550006708,-65.4899999998868,0.0
1928.7754762506906,-65.4899999998868,0.0
1947.8391975007105,-65.4899999998868,0.0
1966.9029187507304,-65.4899999998868,0.7341943578822284
1985.9666400007502,-82.69499999987627,1.5707963267948966
1985.9666400007502,-99.89999999986576,1.5707963267948966
1985.9666400007502,-117.10499999985524,1.5707963267948966
1985.9666400007502,-134.3099999998447,0.12400008001173567
1994.872320000413,-135.41999999999987,0.0
2014.0537846158018,-135.41999999999987,0.0
